Total Population,Total Households,Median Household Income (Current Year $),Total Households For Period Of Construction,Total Households For Period Of Construction Built Before 1961,Total Households For Period Of Construction Built Between 1961 And 1980,Total Households For Period Of Construction Built Between 1981 And 190,Total Households For Period Of Construction Built Between 1991 And 2000,Total Households For Period Of Construction Built Between 2001 And 2005,Total Households For Structure Type Houses,"Total Households For Structure Type Apartment, Building Low And High Rise",Total Households For Structure Type Other Dwelling Types,Total Households for Tenure,Dwellings by Tenure Owner,Dwellings by Tenure Renter
1274,856,33027.29,856,123,314,52,50,53,0,856,0,754,165,589
2650,1552,54617.16,1552,265,764,187,162,10,38,1514,0,1435,598,837
6453,2364,100346.86,2364,594,1054,478,122,57,2070,291,3,2267,1776,491
5014,1879,80520.42,1879,569,1053,128,63,13,1559,320,0,1840,1477,363
4011,1910,29458.48,1910,925,599,148,137,14,244,1624,42,1888,434,1454
8521,2411,119012.62,2411,0,0,8,15,67,2405,6,0,2092,2041,51
1987,832,60852.49,832,176,242,130,134,28,730,24,78,811,778,33
5,1,148931.28,1,0,0,0,1,0,1,0,0,0,0,0
3778,1545,93678.54,1545,67,269,272,408,253,1259,76,210,1486,1315,171
5696,1679,103328.02,1679,83,270,199,298,97,1043,423,213,1531,1150,381
8902,2951,88165.2,2951,78,938,97,171,94,2707,244,0,2597,2216,381
6149,2368,111072.55,2368,1467,314,168,137,78,1507,861,0,2237,1471,766
3131,1558,46813.46,1558,871,302,55,50,143,1259,296,3,1482,757,725
6575,3170,47503.89,3170,832,1096,344,358,104,1966,1155,49,3032,1649,1383
3295,1420,85341.42,1420,16,772,446,70,48,1048,372,0,1338,1031,307
1367,491,84139.88,491,277,164,26,9,10,486,5,0,516,6,510
6335,2121,107307.07,2121,3,23,133,1280,388,1872,241,8,1982,1731,251
6639,2502,111484.08,2502,0,0,0,0,15,2253,244,5,2073,1621,452
1874,1017,46136.94,1017,610,220,74,38,26,32,950,35,954,235,719
3398,1592,51553.7,1592,1183,325,11,6,7,48,1539,5,1523,449,1074
7810,2588,109973.95,2588,10,66,1154,281,79,2414,174,0,2320,2190,130
6528,2795,70319.55,2795,602,889,585,227,88,1864,926,5,2672,1916,756
7739,2155,90818.03,2155,29,632,1111,284,33,1593,562,0,1965,1602,363
4527,1811,81497.29,1811,28,1025,606,91,0,1609,202,0,1703,1124,579
6183,2558,87085.48,2558,1282,585,70,162,84,2079,479,0,2314,1612,702
5129,1992,75127.67,1992,226,313,281,478,242,1669,127,196,1866,1700,166
3613,1488,74719.15,1488,50,514,394,192,35,1171,317,0,1410,1140,270
2644,922,104477.63,922,128,263,372,106,21,853,65,4,894,762,132
3563,1441,107123.43,1441,54,636,625,71,10,1356,80,5,1425,1380,45
9564,3754,104946.18,3754,175,1209,724,274,324,2464,1287,3,3622,3029,593
5558,2076,101686.98,2076,20,419,1167,369,50,1943,129,4,1986,1815,171
4114,1548,63020.65,1548,1245,196,37,32,0,1279,269,0,1455,1127,328
1933,674,233799.61,674,428,81,92,36,6,649,25,0,674,604,70
5722,1993,88166.11,1993,14,1123,708,90,13,1537,456,0,1924,1154,770
10312,2938,112312.81,2938,0,0,34,663,1459,2927,7,4,2729,2593,136
2863,1340,58154,1340,453,637,149,84,5,874,461,5,1264,830,434
5346,1382,115073.96,1382,50,0,35,280,801,1322,60,0,1258,1164,94
4974,3364,49517.35,3364,406,826,114,213,210,0,3359,5,2943,709,2234
3270,1536,39834.77,1536,769,296,192,75,22,434,1052,50,1491,489,1002
6027,1572,80648.23,1572,11,218,720,496,56,924,648,0,1430,1110,320
6823,2425,79942.88,2425,169,285,468,1315,127,2070,351,4,2347,1933,414
8621,3981,54696.94,3981,280,1050,576,680,632,1345,2623,13,3820,1452,2368
5430,1922,99499.68,1922,284,686,296,229,194,1902,11,9,1824,1697,127
2839,1256,83098.25,1256,1005,187,15,16,0,1076,180,0,1182,966,216
4843,1552,102242.83,1552,13,499,710,254,23,1389,163,0,1452,1151,301
1551,500,98887.8,500,302,24,0,18,0,216,284,0,304,162,142
1271,596,52693.88,596,319,198,33,30,10,367,229,0,587,353,234
5384,1499,95385.25,1499,0,0,0,28,186,1476,17,6,1365,1190,175
3014,1492,56634.06,1492,462,744,181,54,18,701,787,4,1476,743,733
5327,1899,101631.61,1899,227,112,279,322,273,1198,701,0,1714,1377,337
4148,1378,107604.95,1378,118,537,186,279,207,1235,143,0,1306,1095,211
7449,3377,35922.46,3377,571,1623,439,275,134,1575,1639,163,3106,1042,2064
3708,1055,91577.77,1055,10,3,61,223,341,1055,0,0,1012,1009,3
6262,2402,83584.21,2402,514,737,473,234,102,1612,782,8,2349,1712,637
11870,4049,90120.32,4049,463,219,104,591,753,3634,415,0,3754,3045,709
6116,2358,83805.77,2358,976,594,299,268,134,1933,420,5,2254,1657,597
7412,3217,70314.95,3217,808,1260,444,228,103,2329,884,4,3161,2406,755
6011,2149,100264.6,2149,661,508,485,186,95,2075,66,8,1978,1735,243
4659,1468,122872.3,1468,0,0,45,1021,315,1468,0,0,1366,1290,76
3273,1284,77245.34,1284,302,356,253,166,79,1259,25,0,1267,1153,114
187,64,114582.31,64,0,15,15,13,9,64,0,0,59,40,9
6959,2893,56812.38,2893,2085,367,145,126,34,1517,1350,26,2695,1600,1095
2257,1084,76856.15,1084,157,415,162,211,39,877,78,129,1089,932,157
5790,2233,84604.17,2233,42,1359,587,202,0,1801,432,0,2116,1629,487
7799,3093,78591.22,3093,39,127,384,948,724,2023,1069,1,3029,2374,655
10625,3965,44649.27,3965,392,1716,415,566,539,1542,2423,0,3725,1928,1797
2105,1470,48939.76,1470,352,424,349,78,12,0,1470,0,1312,304,1008
4260,1343,113540.19,1343,87,129,175,668,199,1126,214,3,1262,1096,166
5240,1787,203008.01,1787,1225,345,120,42,0,1137,650,0,1710,1186,524
4460,1957,42399.1,1957,798,820,121,86,47,198,1754,5,1936,578,1358
3094,1349,64441.78,1349,1113,136,15,11,3,1200,138,11,1258,1001,257
370,161,91199.95,161,27,27,32,33,12,156,0,5,154,139,15
5529,2036,47506.18,2036,414,1167,274,114,10,762,1269,5,1919,1164,755
5863,2374,65143.03,2374,448,677,181,119,161,1883,480,11,2267,1666,601
21,7,64375,7,0,1,1,1,1,5,2,0,7,7,0
5689,2188,54787.31,2188,1498,358,72,43,19,1170,1012,6,2035,1367,668
7391,3208,56091.05,3208,116,839,107,685,306,394,2810,4,3039,1906,1133
4624,1628,89692.79,1628,8,13,92,500,520,1562,66,0,1497,1153,344
2417,1170,66114.29,1170,811,274,38,13,0,894,272,4,1125,730,395
7184,2645,124517.74,2645,32,511,207,525,631,2296,208,141,2382,1799,583
6158,1769,89535.19,1769,0,0,0,204,987,1764,5,0,1614,1427,187
8094,4278,38782.74,4278,1242,1663,541,387,204,316,3945,17,4253,850,3403
6562,2666,68677.73,2666,633,637,452,314,131,1876,746,44,2559,1862,697
3473,1304,90620.85,1304,92,850,229,50,4,1042,258,4,1267,951,316
4744,1607,131552.27,1607,12,27,338,788,334,1603,4,0,1521,1423,98
5635,2247,91266.2,2247,989,737,103,91,33,1783,459,5,2104,1672,432
6370,2232,106276.09,2232,396,722,314,524,136,2060,163,9,2124,1910,214
6134,2223,80094.56,2223,154,1299,297,145,93,1351,868,4,2176,1505,671
3632,1574,96494.92,1574,782,187,275,112,83,1383,191,0,1464,844,620
4553,2211,51528.63,2211,925,566,225,135,42,663,1543,5,2041,1058,983
10534,4030,104603.51,4030,237,400,735,741,600,3427,603,0,3738,3137,601
4561,1904,75107.56,1904,88,928,378,247,85,1029,875,0,1765,867,898
2390,841,79606.19,841,43,240,270,115,75,776,65,0,766,575,191
4201,2094,40208.78,2094,1078,608,174,115,33,909,1175,10,1893,599,1294
4981,1992,53573.28,1992,35,755,906,201,50,1287,705,0,1878,1174,704
4208,1474,69556.92,1474,82,922,243,87,29,1224,250,0,1349,719,630
1840,913,55784.47,913,163,584,49,33,50,461,452,0,893,407,486
3895,1635,52067.72,1635,181,952,315,93,28,877,754,4,1580,927,653
2302,744,107896.59,744,306,202,76,68,16,722,22,0,692,618,74
5921,1934,87161.27,1934,152,1197,244,103,31,731,1203,0,1812,1181,631
3322,1912,44299.95,1912,965,758,89,47,12,828,1084,0,1846,638,1208
5409,2049,79077.86,2049,101,238,120,743,375,1509,528,12,1905,1395,510
2896,1166,41447.63,1166,399,630,81,24,14,176,971,19,1134,447,687
8490,3179,75137.36,3179,150,277,318,830,290,1039,2135,5,2984,2009,975
2427,1511,57783.26,1511,345,325,307,110,80,129,1377,5,1336,418,918
5952,2198,124528.57,2198,308,684,192,588,186,2183,15,0,2105,2035,70
4022,1788,59766.36,1788,136,434,400,617,84,977,811,0,1671,1188,483
4059,1183,106030.33,1183,7,0,7,904,237,1178,5,0,1147,1088,59
4659,1887,59019.17,1887,1447,289,63,31,6,911,971,5,1762,1003,759
4660,1833,53112.47,1833,1370,281,77,59,12,771,1056,6,1724,1054,670
5384,2533,61408.66,2533,747,1268,238,148,12,708,1819,6,2474,1035,1439
8400,2561,93939.32,2561,28,405,344,637,293,2442,21,98,2308,2070,238
970,431,102824.49,431,58,45,83,84,11,425,6,0,377,361,16
5670,2168,53179.39,2168,98,355,639,956,67,44,2124,0,1988,917,1071
6603,2280,95965.11,2280,8,155,1267,762,8,2236,44,0,2131,1835,296
4631,1499,60863.81,1499,605,393,130,160,42,1171,280,48,1459,1142,317
5480,2771,45406.51,2771,783,1207,250,133,34,643,2123,5,2524,736,1788
3884,1653,86054.73,1653,35,788,460,147,71,1081,568,4,1585,1208,377
4827,1658,99262.12,1658,117,122,494,223,194,1607,51,0,1581,1459,122
3690,1425,51597.18,1425,204,777,208,56,14,1000,267,158,1285,717,568
3270,1495,64785.21,1495,1256,168,28,3,10,1055,437,3,1442,973,469
3813,1536,59604.32,1536,270,771,92,143,180,1085,442,9,1489,1172,317
1831,607,32386.31,607,450,42,11,57,12,363,239,5,594,242,352
6633,2132,46810.51,2132,255,645,662,467,57,0,2132,0,1994,760,1234
501,182,43524.27,182,3,11,16,21,21,144,26,12,145,3,63
5144,1656,59559.51,1656,739,730,83,51,21,1073,583,0,1555,1162,393
3482,1567,85038.33,1567,159,610,146,44,108,976,591,0,1404,1093,311
7294,2773,39663.7,2773,254,1881,260,206,61,202,2571,0,2593,832,1761
2073,889,55455.01,889,206,339,149,42,41,758,121,10,887,736,151
185,73,86428.57,73,19,13,0,19,13,59,14,0,75,52,23
6087,2080,97651.3,2080,54,55,31,334,678,1856,219,5,1958,1669,289
5837,1874,112388.43,1874,30,167,443,331,384,1865,5,4,1806,1751,55
3794,1396,81239.08,1396,57,295,276,211,129,1077,185,134,1294,1114,180
5947,1833,112624.03,1833,10,102,853,598,181,1698,130,5,1725,1531,194
2384,1628,24533.88,1628,406,714,258,130,20,16,1612,0,1515,163,1352
7802,3254,101435.65,3254,43,317,310,751,599,2176,1062,16,3034,2311,723
5058,1958,86762.95,1958,302,758,405,180,159,1940,15,3,1925,1842,83
4537,2059,48484.49,2059,1274,404,53,53,44,580,1468,11,2025,808,1217
6098,2465,43611.3,2465,1235,860,213,84,16,557,1902,6,2309,717,1592
6968,2390,50632.21,2390,394,1353,424,113,28,975,1415,0,2247,1138,1109
4943,1931,78028.99,1931,872,405,245,188,97,1707,213,11,1896,1560,336
5470,1821,102240.33,1821,21,442,1132,197,6,1535,286,0,1767,1413,354
1401,877,39236.26,877,407,247,129,62,0,11,830,36,818,187,631
4108,1940,70925.86,1940,465,387,292,357,182,1766,171,3,1894,1687,207
1309,522,60456,522,78,118,116,113,26,473,6,43,512,493,19
929,369,46628.17,369,78,126,64,45,9,344,20,5,355,310,45
4789,1603,99879.08,1603,6,6,222,383,727,1334,269,0,1496,1360,136
148,49,61089.58,49,9,9,10,20,0,41,4,4,46,27,9
5846,2057,88409.3,2057,532,620,129,556,108,1844,213,0,1999,1824,175
2451,1291,40481.27,1291,834,214,27,60,52,217,1042,32,1273,264,1009
4186,1202,114327.1,1202,34,69,627,437,3,1104,98,0,1114,1067,47
1982,934,57239.5,934,15,550,201,73,19,627,138,169,941,798,143
6993,2699,93562.03,2699,427,635,408,534,218,2587,61,51,2530,2322,208
2644,1159,79614.77,1159,685,170,100,41,36,683,476,0,1135,805,330
4269,1961,48236.78,1961,1424,345,58,10,11,1673,278,10,1826,1370,456
4908,1750,88067.36,1750,90,549,285,249,119,1599,148,3,1650,1460,190
2810,811,80638.88,811,111,529,83,31,6,597,214,0,754,594,160
4711,2145,93236.78,2145,67,1244,419,95,82,1318,827,0,2013,1245,768
2284,891,57127.6,891,224,476,91,47,32,308,583,0,848,471,377
5032,2161,35334.12,2161,650,957,244,173,34,384,1761,16,2011,443,1568
3073,1361,44014.25,1361,136,752,163,156,56,303,935,123,1309,359,915
13075,4667,104957.66,4667,92,216,41,73,643,3138,1509,20,4373,3038,1335
5692,1811,80639.84,1811,196,316,116,414,385,1465,343,3,1740,1295,445
5739,2073,79811.51,2073,142,1049,360,87,46,1894,178,1,1921,1708,213
5961,1603,114273.46,1603,21,14,24,959,426,1576,27,0,1446,1425,21
3880,2513,36058.33,2513,557,663,372,391,199,45,2468,0,2239,135,2104
8139,2283,95351.61,2283,156,244,242,310,377,1770,508,5,2131,1779,352
3625,1078,52924.3,1078,88,784,124,36,13,700,373,5,1014,505,509
5876,2105,91592.69,2105,166,412,461,763,117,2038,57,10,1962,1748,214
5992,2270,91657.15,2270,164,906,850,202,43,1628,638,4,2124,1573,551
5487,1888,72609.34,1888,20,1152,495,96,28,1536,352,0,1772,1166,606
8333,2507,95284.82,2507,18,597,861,402,238,2230,273,4,2212,1938,274
5971,2095,87436.69,2095,317,544,332,346,310,1794,301,0,1912,1574,338
5932,2220,93643.12,2220,24,116,442,891,494,1615,605,0,2092,1552,540
1414,602,95345.98,602,66,78,53,80,90,288,309,5,587,416,171
3621,1765,53083.99,1765,1159,312,72,30,26,781,971,13,1612,631,981
7027,2567,116690.28,2567,108,106,570,1107,318,2317,250,0,2446,2083,363
3777,1825,43650.64,1825,1330,293,67,58,27,1134,687,4,1718,921,797
8250,2589,47739.49,2589,664,568,46,73,72,1404,1158,27,2376,1480,896
1663,709,71284.31,709,10,210,274,146,40,265,5,439,709,689,20
5503,2449,140977.17,2449,1483,501,215,97,37,947,1502,0,2360,1365,995
5123,2382,50468.28,2382,338,895,397,312,57,824,1554,4,2201,901,1300
8055,3084,84572.77,3084,815,676,468,383,318,2781,267,36,2931,2482,449
5150,2036,86293.38,2036,324,761,260,220,87,1859,38,139,1951,1751,200
2026,779,101682.99,779,0,45,303,392,11,779,0,0,741,713,28
3986,1595,42652.11,1595,727,600,136,104,0,148,1437,10,1529,442,1087
5072,1671,111870.03,1671,3,10,36,780,405,1666,5,0,1589,1474,115
5398,1992,105018.27,1992,78,851,351,480,57,1654,90,248,1982,1771,211
1672,877,53605.03,877,0,184,203,372,16,257,101,519,852,781,71
4954,2047,73540.43,2047,105,1338,256,196,48,1534,513,0,2002,1516,486
2462,1276,48312.83,1276,3,57,74,291,103,1095,10,171,1183,1155,25
7008,2170,57054.3,2170,43,1078,797,146,25,1720,450,0,2022,1253,769
3808,1348,78926.29,1348,93,513,474,177,27,1015,328,5,1293,926,367
4281,1729,91514.31,1729,0,39,0,60,870,1298,431,0,1572,1231,341
7007,2792,58888.44,2792,364,1804,139,44,156,814,1978,0,2606,1261,1345
4790,2441,58855.77,2441,882,459,164,287,74,1069,1368,4,2226,1168,1058
5930,2683,31957.16,2683,1000,1131,230,173,41,15,2663,5,2592,328,2264
6187,3217,41328.71,3217,1654,865,288,108,40,55,3124,38,3024,791,2233
3535,1430,83243.28,1430,206,556,390,170,25,973,452,5,1398,946,452
4304,1794,64992.36,1794,60,575,269,489,156,1324,163,307,1824,1573,251
2864,1528,42567.62,1528,655,484,175,24,34,554,974,0,1457,436,1021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,1832,76689.85,1832,50,608,421,477,66,1218,614,0,1761,1245,516
6483,1964,90994.32,1964,16,143,887,399,202,1702,262,0,1821,1456,365
6018,2311,41260.5,2311,50,389,386,315,67,109,2202,0,2151,1011,1140
5783,2181,98789.74,2181,351,659,471,251,182,1930,192,59,2117,1845,272
3811,1661,69200.1,1661,66,1057,407,110,0,669,992,0,1591,1161,430
2194,1271,20912.2,1271,243,593,93,59,27,0,1271,0,890,0,890
4142,1726,74731.03,1726,572,495,140,86,88,1324,398,4,1611,1338,273
4751,2032,56140.22,2032,76,1002,748,139,32,642,1390,0,1915,987,928
6798,2186,90364.11,2186,55,678,186,700,293,1876,308,2,2070,1637,433
4371,1420,91074.82,1420,254,500,208,105,79,955,459,6,1314,1042,272
6141,2447,48561.11,2447,295,1554,204,298,58,119,2328,0,2355,693,1662
2849,1343,45873.87,1343,125,492,283,185,22,105,1238,0,1229,457,772
2001,1091,30029.45,1091,748,160,62,30,10,91,995,5,1026,143,883
9527,4514,73378.23,4514,89,745,436,1664,550,3018,1119,377,4368,3735,633
3572,2120,37200.08,2120,616,953,229,122,30,98,2017,5,2068,254,1814
4391,1756,72409.65,1756,270,317,269,306,197,1394,338,24,1674,1429,245
4039,1442,112270.55,1442,0,33,39,823,118,1314,128,0,1356,1145,211
6486,3009,72192.69,3009,320,1459,479,485,89,1416,1579,14,2922,1981,941
3252,1074,60856.73,1074,140,210,198,243,114,306,764,4,1015,675,340
5882,2189,105417.04,2189,1931,168,26,6,0,1533,656,0,2054,1534,520
3556,1091,40330.52,1091,143,671,177,65,10,726,365,0,1058,554,504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12217,7531,86830.44,7531,56,390,243,851,1296,64,7467,0,7016,4254,2762
1254,376,82553.45,376,0,240,126,8,0,371,5,0,370,317,53
3360,1295,35575.03,1295,519,458,134,68,26,617,673,5,1206,593,613
2907,1354,40485.18,1354,520,538,65,72,31,510,844,0,1252,494,758
1007,666,39361.46,666,462,152,14,34,0,87,579,0,649,85,564
31,11,75000,11,2,4,2,1,1,11,0,0,12,8,4
2707,1226,76249.72,1226,44,699,189,106,152,784,442,0,1144,922,222
5594,2192,40965.95,2192,255,1111,235,169,35,480,1712,0,2036,601,1435
4032,1541,31493.35,1541,696,558,85,125,33,5,1536,0,1484,282,1202
6474,2182,92558.81,2182,11,14,20,75,1177,1814,368,0,2001,1468,533
2949,1199,66146.64,1199,911,177,26,38,0,353,836,10,1118,482,636
5518,2826,74678.35,2826,2026,434,99,101,33,773,2043,10,2661,1153,1508
5476,2089,46587.79,2089,1303,405,108,159,17,1123,960,6,1952,1121,831
4655,1590,110100.83,1590,350,236,170,58,9,1512,74,4,1444,1307,137
4047,1766,47526.27,1766,207,850,158,150,101,33,1722,11,1656,576,1080
5039,1872,93655.98,1872,345,369,165,86,137,1794,59,19,1779,1599,180
2736,1490,39694.22,1490,499,436,226,176,13,214,1270,6,1432,414,1018
5548,1869,53275.18,1869,279,397,436,375,146,337,1522,10,1767,931,836
2908,1301,73002.84,1301,1044,96,110,36,0,962,339,0,1255,947,308
2950,1160,81946.4,1160,506,247,69,191,39,554,606,0,1098,866,232
3881,1776,67161.92,1776,40,210,516,498,102,1175,601,0,1706,1015,691
5341,2220,71439.7,2220,138,1406,214,82,72,1756,450,14,2095,1461,634
5082,1758,81683.29,1758,44,1055,303,259,30,1500,258,0,1664,1104,560
5949,1898,87459.85,1898,18,426,790,369,85,1800,98,0,1801,1635,166
1182,294,54386.46,294,11,48,45,58,39,271,7,16,272,44,0
2663,991,98894.03,991,143,520,109,76,40,917,74,0,950,810,140
10310,3973,89847.12,3973,9,58,34,30,95,3071,902,0,3679,2919,760
6333,2280,79337.62,2280,280,1012,442,230,85,1122,1153,5,2205,1345,860
2717,1237,45548.06,1237,913,177,47,37,19,16,1206,15,1157,279,878
2811,1063,106412.71,1063,0,606,355,21,6,1011,52,0,990,902,88
7101,2579,109320.42,2579,78,818,558,689,311,2073,506,0,2494,2154,340
2605,1005,95044.02,1005,6,590,86,137,121,862,143,0,970,942,28
7101,2733,79715.05,2733,325,634,427,443,254,2332,330,71,2607,2323,284
5614,2946,31529.05,2946,556,1082,418,267,204,116,2830,0,2630,325,2305
2720,1212,71475.28,1212,222,272,92,121,54,497,571,144,1102,593,509
3432,1499,86581.07,1499,215,1043,154,19,15,933,566,0,1412,1058,354
3729,1422,83556.63,1422,333,434,218,125,87,1396,26,0,1368,1254,114
4115,1512,67051.94,1512,209,1025,169,41,20,1282,230,0,1414,919,495
6090,2799,66885.27,2799,171,1894,279,149,89,1250,1549,0,2575,1269,1306
6369,2543,109802.57,2543,0,13,9,68,1182,1504,1039,0,2291,1593,698
223,86,82222.88,86,0,63,3,16,0,49,0,37,89,77,12
5866,1644,43253.47,1644,299,1007,163,94,25,257,1387,0,1534,425,1109
3827,1344,104310.15,1344,357,454,405,57,33,1012,300,32,1298,1059,239
4020,1769,56039.22,1769,475,912,249,41,0,352,1417,0,1715,806,909
6797,3048,36217.44,3048,1432,1041,253,165,47,103,2945,0,2981,392,2589
1336,709,35766.16,709,246,294,67,40,14,0,704,5,693,129,564
2006,823,68739.06,823,770,31,11,3,0,735,78,10,791,663,128
1815,885,57961.82,885,639,133,71,19,9,47,833,5,856,308,548
4646,1529,115618.83,1529,11,20,431,984,15,1524,5,0,1415,1335,80
1018,446,97754.82,446,3,76,168,90,43,123,323,0,450,390,60
5057,2394,46212.9,2394,11,133,640,935,186,0,2394,0,2242,1266,976
3197,1665,46875.92,1665,885,438,138,99,35,232,1403,30,1593,579,1014
4706,1865,74715.39,1865,1488,268,42,20,10,928,937,0,1790,1125,665
136,43,71597.22,43,0,8,7,12,0,43,0,0,43,9,0
4190,1708,87947.6,1708,7,179,923,544,18,723,985,0,1605,1435,170
3593,1286,77589.9,1286,548,119,45,328,122,1166,120,0,1168,846,322
4215,1389,94121.31,1389,53,1177,106,27,3,1257,132,0,1286,1198,88
4934,3270,38971.03,3270,810,1585,411,243,118,21,3244,5,3085,303,2782
6144,1996,138231.47,1996,0,15,1149,554,184,1996,0,0,1884,1839,45
9784,3531,105453.13,3531,0,13,429,1079,705,2592,939,0,3172,2862,310
7087,3449,56982.22,3449,16,38,30,402,72,623,2826,0,2978,1618,1360
7141,3458,43795.25,3458,286,1082,405,388,303,223,3223,12,3198,1514,1684
6406,2991,48184.9,2991,75,1249,591,521,282,603,2388,0,2807,671,2136
3570,1290,84113.57,1290,436,327,247,133,43,1148,60,82,1183,1036,147
1524,612,47213.44,612,391,130,21,39,0,303,304,5,568,254,314
4168,1872,53537.45,1872,132,1240,283,62,21,1028,844,0,1723,592,1131
8160,4751,41334.07,4751,1019,1708,1187,241,238,155,4581,15,4425,1659,2766
2664,1089,79616.76,1089,325,344,148,99,54,1042,38,9,1082,995,87
836,332,80594.38,332,18,248,5,59,0,302,25,5,338,294,44
4568,2289,94864.4,2289,2,30,859,786,358,576,1713,0,2176,1833,343
3634,1264,104931.39,1264,33,29,279,651,93,1243,21,0,1183,1131,52
5241,1939,88160.14,1939,0,2,25,746,845,1525,414,0,1824,1627,197
2530,1141,43634.21,1141,828,183,39,35,13,822,309,10,1060,640,420
1159,736,47242.24,736,514,149,20,26,10,0,731,5,731,166,565
2822,1275,79939.3,1275,581,422,141,52,3,890,385,0,1191,800,391
2439,782,90670.46,782,72,679,15,3,0,629,153,0,751,655,96
3729,1823,78795.54,1823,1075,658,51,6,6,535,1288,0,1712,589,1123
7330,1934,88868.4,1934,17,127,982,593,151,1411,514,9,1788,1571,217
3509,1536,60198.1,1536,256,877,138,133,0,1054,482,0,1503,990,513
5649,3294,56682.27,3294,635,2095,229,103,59,838,2456,0,3129,1652,1477
1221,495,97551.98,495,255,151,18,48,13,482,10,3,499,442,57
1614,629,90617.9,629,371,245,0,0,0,598,31,0,622,583,39
4326,1857,54505.82,1857,269,1050,318,48,21,945,912,0,1765,1006,759
9563,3294,126214.55,3294,0,11,53,1058,1204,3197,97,0,3073,2949,123
7531,2915,57330.21,2915,615,1404,384,229,129,1993,919,3,2802,1574,1228
6049,2536,47995.56,2536,286,1421,377,180,120,690,1840,6,2429,891,1538
5812,1964,115983.79,1964,464,424,540,306,120,1920,39,5,1906,1823,83
4412,2210,49626.1,2210,124,607,576,491,222,208,2002,0,2120,650,1470
4603,1888,82601.25,1888,85,318,386,500,169,1551,308,29,1805,1467,338
1266,567,85291.55,567,212,103,63,38,39,559,4,4,521,456,65
3252,1065,31480.35,1065,389,479,71,79,16,166,899,0,993,184,809
4762,1660,70838.29,1660,194,302,500,191,44,1027,627,6,1522,666,856
7561,2994,84135.56,2994,125,702,501,1280,82,2524,465,5,2897,2424,473
3032,1354,77448.77,1354,491,697,100,55,0,1086,263,5,1340,1047,293
5296,2440,53569.25,2440,858,779,245,133,76,1906,493,41,2338,1762,576
